index,推荐课程名称,授课老师,课程对应专业,平台及链接,推荐人ID,推荐人专业,推荐语,推荐日期
560,《电气》,水木珞研电气电子考研,电气,[B站](https://space.bilibili.com/397697344),安家小爷,电气,习题讲解，各高校电气考研,2021-12-21 20:10:49
561,《电力系统》,郝亮亮,电气工程/电力系统稳态分析,B站,北风轻舟,电气工程,北京交通大学课程,2021-12-18 21:52:30
562,《模拟电子技术基础》,郑益慧,电气工程及其自动化,[B站](https://www.bilibili.com/video/BV1Gt411b7Zq),望疏公子,电气工程及其自动化,讲地特别好，把握本质，循序渐进，高屋建瓴。,2021-12-23 21:54:12
563,《电路》,赵进全,电气工程及其自动化,B站,动身去未来把,电气工程及其自动化,上课节奏慢，会讲例题，适合基础弱的人,2021-12-18 19:46:04
564,《电路》,罗先觉,电气工程及其自动化,[B站](https://www.bilibili.com/video/BV1as411H7Ya),望疏公子,电气工程及其自动化,编书人即讲课人，讲解透彻，细致全面，原汤化原食。,2021-12-23 21:50:52
565,《电路基础》,么么么,电气自动化,其他,晓空,电路基础,(空),2021-03-02 00:00:00
566,《电磁学》,物理系的允文君,电磁学,[B站](https://www.bilibili.com/video/BV18x411Q7hf),十五的月亮十六袁,大学物理,分享的网址只有绪论，其他优质课程在他个人主页里找,2021-02-08 00:00:00
567,《新概念模拟电路》,杨建国,电类,[B站](https://www.bilibili.com/video/BV1hC4y1H7e8),HongHu,电子信息类专业,老师讲的很前沿,2021-02-08 00:00:00
568,《电路》,犹如雨下,电类,[B站](https://www.bilibili.com/video/BV1W54y1z7XV),图图的腾腾,电气自动化,老师逻辑性很强，几分钟就可以认识到一个知识点,2021-12-28 18:56:33
569,《电路》,犹如雨下,电路,[B站](https://space.bilibili.com/228411986),上善若水,电器工程及其自动化,各要点讲解简练清晰，受益匪浅,2021-12-24 17:46:40
570,《电路原理A》,于锌杰,电路,[其他](http://www.icourses.cn/sCourse/course_2980.html),柳宇风殇,电子信息工程,清华老师授课，通俗易懂，为数电模电打下坚实基础,2021-02-08 00:00:00
571,《等等》,slkdj,的,无,爱生活的布拉德,等等,(空),2021-08-06 00:00:00
572,《么么》,看看,看看,无,理论,看看,看看,2021-12-22 13:01:19
573,《文献管理与信息分析》,罗昭锋,研究生基础课程,[中国大学MOOC](https://www.xuetangx.com/course/USTC12051000588/5882660?channel=search_result),Jason Wan,临床检验诊断学,国家精品课程，每期都有一两万人报名；适合小白入门；实操还是得自己练才可以体会到；写论文的高效方法论，科研进阶的宝器；耗时较长，收获很多；Endnote的使用、NoteExpress的使用、数据库的使用、科研思维的锻炼,2021-02-09 00:00:00
574,《幽默社會學》,孫中興,社会学,[臺大開放式課程](http://ocw.aca.ntu.edu.tw/ntu-ocw/ocw/cou/102S101),大浪君Dylan,社会学,,2021-01-19 00:00:00
575,《愛情社會學》,孫中興,社会学,[臺大開放式課程](http://ocw.aca.ntu.edu.tw/ntu-ocw/ocw/cou/101S116),大浪君Dylan,社会学,,2021-01-19 00:00:00
576,《社会工作》,碳十二,社会学,B站,略过,不知道,, 
577,《社会调查研究方法》,邱泽奇,社会学,中国大学MOOC,王富贵,社会学,蛮适合入门的同学，侧重于对概念的理解和解读，适用于社会调查研究,2021-02-08 00:00:00
578,《社會學》,孫中興,社会学,[臺大開放式課程](http://ocw.aca.ntu.edu.tw/ntu-ocw/ocw/cou/101S115),大浪君Dylan,社会学,,2021-01-19 00:00:00
579,《Justice》,Micheal Sandel,社会学 法学,YOUTUBE,jerrysong0128,管理学,,2021-12-18 10:55:06
580,《社会统计学及Stata应用》,王存同,社会学/经济学/管理学/人口学/社会工作,[无](https://www.bilibili.com/video/BV1B4411P7Ju),挖坑不填,日语,适合想要入门社会统计学，或者想学习社会科学领域定量研究方法的同学。如果想学习社会调查研究方法，可以配合邱泽奇老师的《社会调查研究方法》观看学习。, 
581,《社会调查与研究方法》,邱泽奇,社会科学,[其他](http://www.chinesemooc.org/mooc/4411),大浪君Dylan,社会学,,2021-01-19 00:00:00
582,《rainboylvx个人空间》,rainboylvx,算法竞赛,[B站](https://space.bilibili.com/256409/video),Doubllllllz,软件工程,相比陈锋更为基础的算法解析（通俗易懂，配合陈锋的算法竞赛食用更佳）（up写的Rbook非常值得一看）,2021-02-08 00:00:00
583,《算法竞赛入门经典(第二版)》,算法竞赛_陈锋,算法竞赛,[B站](https://space.bilibili.com/208090093/channel/detail),Doubllllllz,软件工程,无数人的第一本算法竞赛入门书籍的作者主讲哦,2021-02-08 00:00:00
584,《博弈论基础》,王彬,管理学,B站,可乐和绿豆汤,管理学,老师讲的很细 期末复习很合适,2021-12-18 20:31:58
585,《管理学》,乔哲,管理学,[B站](https://www.bilibili.com/video/BV1No4y1C7GU),lemon3161197,管理学,老师讲的很好，很通俗，可以用高鸿业的微观教材，但是后面的各种长期曲线是简化的方法，可能和书上的内容有出入，但比书上讲的好懂，看自己情况选择，时间充裕可以先看一遍，再看书, 
586,北大光华《会计学基础》,罗炜,管理学,[B站](https://www.bilibili.com/video/BV1sJ411z7wo),努力啊大正思,经济管理,帮助全面了解财务会计的基本概念框架,2021-01-15 00:00:00
587,北大光华《宏观经济学》,唐遥,管理学,[B站](https://www.bilibili.com/video/BV1tJ411z7x2),努力啊大正思,经济管理,光华全家桶系列之一,2021-01-15 00:00:00
588,北大光华《微观经济学》,王辉,管理学,[B站](https://www.bilibili.com/video/BV1xJ411z7y2),努力啊大正思,经济管理,思路很清晰，直戳要点,2021-01-15 00:00:00
589,北大光华《行为经济学》,孟涓涓,管理学,[B站](https://www.bilibili.com/video/BV1xJ411z7Ln),努力啊大正思,经济管理,光华全家桶系列之一,2021-01-15 00:00:00
590,对外经济贸易大学《经济学导论》,施丹,管理学,[B站](https://www.bilibili.com/video/BV1wD4y1U7p8),努力啊大正思,经济管理,贸大精品课！,2021-01-15 00:00:00
591,对外经济贸易大学《财务报表分析》,张新民、钱爱民,管理学,[B站](https://www.bilibili.com/video/BV1Jo4y1f7j3),努力啊大正思,经济管理,贸大精品课！,2021-01-15 00:00:00
592,对外经济贸易大学《货币金融学》,蒋先玲,管理学,[B站](https://www.bilibili.com/video/BV1nK4y1v7Bv),努力啊大正思,经济管理,贸大精品课！,2021-01-15 00:00:00
593,《时尚与品牌》,任力,纺织科学与工程,中国大学MOOC,猫吉木,服装设计与工程,老师上课蛮有趣的，对时尚和买手行业有自己独到的见解，这个课程很适合初学者去看，虽然ppt里的案例有点少哈哈,2021-02-08 00:00:00
594,《服装立体裁剪》,吴巧英,纺织科学与工程,中国大学MOOC,猫吉木,服装设计与工程,从立体裁剪原理引入课程，实景拍摄，系统性强，学完基本可以上手进行服装立裁制作,2021-02-08 00:00:00
595,《满分线性代数——之例题篇》,线帒杨 (杨威老师),线代,B站,roof_lover,线代,画15分钟，看完前三集。就会感谢我。||好看不火系列, 
596,《【MIT】线性代数》,Gilbert Strang,线性代数,[网易公开课](http://open.163.com/special/opencourse/daishu.html),假动作丶False,几乎所用工科,对于国内的线性代数教科书水平我不用多说了吧，老爷子写的Linear Algebra and Applications久负盛名。,2021-02-07 00:00:00
597,《线性代数》,宋浩,线性代数,B站,Pluto11122,电子信息工程,,2021-02-09 00:00:00
598,《线性代数》,宋浩,线性代数,[B站](https://www.bilibili.com/video/BV1aW411Q7x1),Summit酱,计算机科学与技术,学校老师的听不懂，但宋浩的能听懂,2021-01-16 00:00:00
599,《线性代数》,W. Gibert Strang,线性代数,[网易公开课](https://open.163.com/newview/movie/free?pid=EEV6KVEDA&mid=XEV6KVEP3),lihling7,大气科学,线性代数课程，授课语言英语，有字幕，讲出了线性代数本质而不是为了应试,2021-02-26 00:00:00
600,《线性代数》,Gilbert Strang,线性代数,[网易公开课](https://open.163.com/newview/movie/free?pid=NESCFTN3V&mid=TESCFTN4M),东云,英语翻译,从向量而不是行列式开始，课程体系比国内的好理解得多,2021-01-15 00:00:00
601,《线性代数》,3Blue1Brown,线性代数,[B站](https://www.bilibili.com/video/BV1ys411472E),夏和半山,自动化,通过模型具象化的讲解线性代数的作用,2021-02-07 00:00:00
602,《线性代数》,3blue1brown,线性代数,B站,玛卡巴卡,电子信息工程,3blue1brown，国外知名知识博主，但因为是英文的，听讲有些不舒服，所以这名up主将其中文配音，很舒服。,2021-12-18 12:07:40
603,《线性代数惊叹号系列》,宋浩,线性代数,B站,DonDead,信息管理与信息系统,,2021-01-16 00:00:00
604,《线性代数的本质》,,线性代数,[B站](https://space.bilibili.com/88461692),eth.er░,自动化,用动画演示辅助理解线性代数的内容,2021-01-15 00:00:00
605,《高等代数》,乐乐老师,线性代数,B站,丨等你下课丨,计算机,老师说话很有范，板书很漂亮，ppt做的很精良，讲的也很好。每节课时间不长，但是保管你能学会,2021-12-17 20:15:03
606,《细胞生物学》,山中伸弥,细胞生物学,[B站](https://www.bilibili.com/video/BV1eE411g7iu),寻道,水产养殖,诱导干细胞，诺贝尔大佬，很有干货, 
607,《经典力学》,沃尔特-略文,经典力学,[网易公开课](https://open.163.com/newview/movie/free?pid=YERO8NBPQ&mid=EERO8NBQV),他告诉大家,经典力学,优质课程，但不是最新的,2021-02-08 00:00:00
608,《十次经济危机及其应对政策的国际比较专题讲座》,温铁军,经济学,[B站](https://www.bilibili.com/video/BV1xe411W7yi),榊噬, ,温老的视频看了就知道，无需多言,2021-01-17 00:00:00
609,《博弈论》,Benjamin Polak,经济学,[网易公开课](https://open.163.com/newview/movie/free?pid=M6GOEJOME&mid=M7KDCISOB),Bird,经济学（金融学/神经经济学）,,2021-02-08 00:00:00
610,《博弈论》,蒋文华,经济学,[网易公开课](http://163.lu/gfXn13),Lancelot,工商管理,该老师具有顶尖级的幽默感，非常难得的亲切感，以及真正的智慧，是非常好的博弈思维入门导师。,2021-02-07 00:00:00
611,《博弈论》,findingnothing,经济学,[B站](https://space.bilibili.com/8903914),黄桃,经济学,"宝藏up主.该博弈论课程是博士课程,但是老师讲的很好.", 
612,《宏观经济学》,北大光华教授唐遥,经济学,[B站](https://www.bilibili.com/video/BV1tJ411z7x2),香菜不吃葱,经管,,2021-02-28 00:00:00
613,《宏观经济学二十五讲》,徐高,经济学,[B站](https://www.bilibili.com/video/BV1oE411Z7TU),龍渊,经济学,建议首先学习初级宏观，然后本课，然后中级宏观，会让你在理论和实践上有较深理解,2021-02-08 00:00:00
614,《微观经济学》,刘文忻,经济学,[B站](https://www.bilibili.com/video/BV1nh411274q),爱吃vxgw,经济学,, 
615,《微观经济学》《宏观经济学》《政治经济学》,小卷毛爱学习,经济学,B站,benkwong10,经济学,讲解得挺好的，适合考研党~~,2021-12-17 23:46:06
616,《政治经济学》,龚立新等,经济学,[中国大学MOOC](https://www.icourse163.org/course/JXUFE-1207171810),就是那么方,经济学,龚教授讲得很通俗易懂，拯救了我这个完全没听过课的,2021-01-17 00:00:00
617,《经济与中国经济》,柳欣,经济学,超星,星π零,经济与中国经济,非常真实和诙谐，如电视剧一样下饭,2021-02-17 00:00:00
618,《经济学原理》,钱颖,经济学,[爱课程](http://www.icourses.cn/sCourse/course_3004.html),露水,法学,了解一些经济学~以更加宏观的视角看世界~,2021-01-15 00:00:00
619,《经济学通识》,薛兆丰,经济学,[B站](https://www.bilibili.com/video/BV1gJ4113797),精资小白痴,经济学,博君一孝，哄堂大孝,2021-01-21 00:00:00
620,《行为经济学》,孟涓涓,经济学,[爱课程](https://www.icourse163.org/course/PKU-1002618003),哔哩哔哩首席执刑官,经济学,好好学习，天天向上,2021-02-24 00:00:00
621,《行为经济学》,北大光华教授孟涓涓,经济学,[B站](https://www.bilibili.com/video/BV1xJ411z7Ln),香菜不吃葱,经管,,2021-02-28 00:00:00
622,《西方经济学（微观+宏观）》,小融老师,经济学,[B站](https://www.bilibili.com/video/BV1Kt411W7ja),负电,经济学,很专业，讲课没有废话，很划重点,2021-02-09 00:00:00
623,《计量经济学》,陈志鸿、唐丹、潘红宇,经济学,[B站](https://www.bilibili.com/video/BV1gV411E7wS),香菜不吃葱,经管,,2021-06-09 00:00:00
624,《马克思主义政治经济学》,小卷毛爱学习,经济学,[B站](https://www.bilibili.com/video/BV1Df4y1i7fR),爱学习的小杨同学,经济学,讲解JLPT考试推荐用书：新日语能力考试考前对策词汇部分（小动物用书）。||考JLPT的同学都知道的痛处。虽然很多人说这套书很好很好，但是自学起来真的超级痛苦。这个老师课上拓展很多知识，讲解很生动。||有兴趣的话去CCtalk支持一下老师的N2和N1的词汇部分，绝对收获满满。, 
625,《高级微观经济学》,findingnothing,经济学,[B站](https://space.bilibili.com/8903914),黄桃z,经济学,"宝藏up主.老师的讲课过程十分细致,数理过程推导详细.", 
626,《高级计量经济学》,findingnothing,经济学,[B站](https://space.bilibili.com/8903914),z,经济学,"十分棒的经济学学者,将经济学这门课讲得十分细致.宝藏Up主", 
627,《宏观经济学》,叶航,经济系,B站,JiangNanjiu江南九,经济学,,2021-03-14 00:00:00
628,《微观经济学》《宏观经济学》,郑炳,经管专业基础课程,[B站](https://space.bilibili.com/435894752),一只奶嘴儿,会计,简洁明了，无论是期末考试还是考研党都适合，教材是高鸿业版，不过其他版本的内容也都差不多,2021-01-18 00:00:00
629,《结晶学与矿物学》,赵珊荣,结晶学与矿物学,中国大学MOOC,小荷才露尖尖角,地质学类,讲的很清晰，还有实习课的录像。而且教材都是她出的。,2021-01-17 00:00:00
630,《结构力学》,范小春,结构力学,中国大学MOOC,cedrick,土木工程,授课简单易懂，用的是最通俗易懂的语言来传授知识，而且这是我们学校的老师，强烈向大家安利,2021-02-02 00:00:00
631,《结构力学》,朱慈勉,结构力学,超星,cedrick,土木工程,结构力学比较难的版本，很注重定性分析思维的培养,2021-02-02 00:00:00
